web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-79,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lama masak nya,1.0,Mie Gacoan lv 0 - Mie Gacoan lv 2,Ordered on 27 September 2023,0,Buruk,,
1701446020-80,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,jossssssssssssssssssss,5.0,Mie Gacoan lv 1 - Udang Keju - Teh Tarik,Ordered on 27 September 2023,1,Baik,,
1701446020-81,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kurang anget pangsitnya + terlalu kering,2.0,Mie Gacoan lv 1 - Mie Hompimpa lv 3 - Teh Tarik - Mie Hompimpa lv 6,Ordered on 27 September 2023,0,Buruk,,
1701446020-82,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level 4 seperti level 1 pedasnya ya,4.0,Mie Hompimpa lv 4 - Mie Gacoan lv 1 - Udang Keju,Ordered on 26 September 2023,0,Buruk,,
1701446020-83,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen level 1 malah di kasih level 5,1.0,Mie Gacoan lv 1 - Udang Rambutan,Ordered on 24 September 2023,0,Buruk,,
1701446020-84,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enkk makasi bayak pak,5.0,Mie Gacoan lv 8 - Mie Gacoan lv 3 - Udang Rambutan - Udang Keju,Ordered on 23 September 2023,1,Baik,,
1701446020-85,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pokoke mantap deh mie gacoan genteng,5.0,Mie Gacoan lv 1 - Udang Keju - Siomay,Ordered on 22 September 2023,1,Baik,,
1701446020-86,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,baik enak seger teh nya seger mie nya enak udang kejunya enak,5.0,Mie Gacoan lv 1 - Udang Keju - Lemon Tea,Ordered on 22 September 2023,1,Baik,,
1701446020-87,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gada sumpit ny,3.0,Udang Keju - Mie Gacoan lv 2 - Lumpia Udang - Mie Gacoan lv 3,Ordered on 22 September 2023,0,Buruk,,
1701446020-88,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"saya pesen mie gacoan level 4 sama mie hompimpa level 3,mie gacoan nya yang level 4 itu tidak pedas padahal level 4,yang pedas malah mie hompimpa level 3 malahan,aneh:( rasanya menurut saya keliru yang semakin tinggi level seharusnya malah pedas bukan malah tidak pedas:( itu saja masukan dr sy, SUKSES SLALU MIE GACOAN INDONESIA!!!",3.0,Mie Hompimpa lv 3 - Mie Gacoan lv 4,Ordered on 21 September 2023,0,Buruk,,
1701446020-89,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Asin Banget sumpah. mana kecapnya buanyak banget. enek jadinya 🤢kemaren order di Oren, pesan Gacoan 1,2 yg datang Hompimpa 1,1 . sekarang udah bener tapi rasanya kacauu",3.0,Mie Gacoan lv 1 - Udang Rambutan,Ordered on 21 September 2023,0,Buruk,,
1701446020-90,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Sip, kecapnya kurang banyak dikit",5.0,Siomay - Mie Gacoan lv 1,Ordered on 20 September 2023,1,Baik,,
1701446020-91,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang kemasan masih pakai setrofoam,5.0,Mie Gacoan lv 1,Ordered on 17 September 2023,0,Buruk,,
1701446020-92,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kemasan Yg bikin saya Kesel Tiap Order . d Gacoan Lain Ko' Udh Kemasan khusus dus . kenapa d sini tetep aja pake foam . saya order Karna Rasa Ny Tetep OK , tp tiap order berharap kemasan Udh Berganti Tp NOL .",3.0,Mie Gacoan lv 0 - Mie Gacoan lv 1 - Udang Keju - Udang Rambutan,Ordered on 16 September 2023,0,Buruk,,
1701446020-93,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Kurang terasa bumbunya,3.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Siomay - Lumpia Udang,Ordered on 16 September 2023,0,Buruk,,
1701446020-94,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,udang kejunya dari dulu gak mengecewakan,5.0,Udang Keju - Mie Gacoan lv 1 - Siomay,Ordered on 16 September 2023,1,Baik,,
1701446020-95,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mienya cukup enak tapi pangsitnya si mantep banget isianya full daging ayam👍,4.0,Mie Gacoan lv 1 - Mie Gacoan lv 2,Ordered on 4 September 2023,1,Baik,,
1701446020-96,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya enak....siomay jg mantul,5.0,Mie Gacoan lv 1 - Siomay,Ordered on 16 September 2023,1,Baik,,
1701446020-97,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,masih sama rasanya,5.0,Mie Suit - Mie Gacoan lv 1 - Udang Keju,Ordered on 15 September 2023,1,Baik,,
1701446020-98,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,selaluu enaakk 😋😋,5.0,Mie Gacoan lv 1 - Mie Suit - Udang Keju,Ordered on 15 September 2023,1,Baik,,
1701446020-99,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terimakasih banyak enak banget,5.0,Mie Gacoan lv 4 - Teh,Ordered on 31 August 2023,1,Baik,,
1701446020-100,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih banyak enak,5.0,Mie Gacoan lv 4 - Mie Gacoan lv 6,Ordered on 30 August 2023,1,Baik,,
1701446020-101,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih banyak enak nyoss,5.0,Mie Gacoan lv 4 - Teh,Ordered on 12 September 2023,1,Baik,,
1701446020-102,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih banyak,5.0,Mie Gacoan lv 2 - Mie Hompimpa lv 4,Ordered on 15 September 2023,1,Baik,,
1701446020-103,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Good puasss sekali,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 1,Ordered on 13 September 2023,1,Baik,,
1701446020-104,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,jagalah kebersihan,3.0,Mie Gacoan lv 2 - Lumpia Udang,Ordered on 19 July 2023,0,Buruk,,
1701446020-105,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,wes enak poll lk gacoan iki,5.0,Mie Gacoan lv 2 - Udang Keju - Siomay - Lumpia Udang - Mie Gacoan lv 1,Ordered on 11 September 2023,1,Baik,,
1701446020-106,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kotak nya box biasa,4.0,Mie Gacoan lv 2 - Mie Hompimpa lv 4,Ordered on 10 September 2023,0,Buruk,,
1701446020-107,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terima kasihhhhh,5.0,Mega Diskon Paket Gacoan B - Lumpia Udang - Siomay,Ordered on 10 September 2023,1,Baik,,
1701446020-108,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"uenaaakkk polll, puedesss poll wes mantep pokok e👍👍",5.0,Mie Gacoan lv 3 - Mie Gacoan lv 1 - Lumpia Udang - Udang Keju,Ordered on 10 September 2023,1,Baik,,
1701446020-109,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"tumben banget mienya lembek.. jadinya gak enak banget makannya.. rasanya juga kurang.. biasanya berasa, terlalu banyak minyaknya.. toloong diperhatikan lagi ya",2.0,Udang Keju - Mie Gacoan lv 0 - Mie Gacoan lv 2 - Teh,Ordered on 9 September 2023,0,Buruk,,
1701446020-110,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,baik sopan ramah utk abang nya,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 4 - Mie Gacoan lv 8 - Mie Gacoan lv 1 - Mie Gacoan lv 3,Ordered on 12 July 2023,1,Baik,,
1701446020-111,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,semua bagus saya suka abang bya ramah baik cepat,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 1,Ordered on 8 September 2023,1,Baik,,
1701446020-112,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mienya terlalu lembek kayaknya terlama dimasak biasanya gak kayak gini,3.0,Mie Gacoan lv 0 - Mie Gacoan lv 1,Ordered on 8 September 2023,0,Buruk,,
1701446020-113,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Siomaynya kedinginan chef, klo bisa diangetin dulu",5.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Siomay,Ordered on 8 September 2023,0,Buruk,,
1701446020-114,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,bumbunya kurang berasa,4.0,Mie Gacoan lv 2 - Udang Rambutan - Pangsit - Teh - Mie Hompimpa lv 3,Ordered on 7 September 2023,0,Buruk,,
1701446020-115,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak saking lama lamanya,5.0,Mie Gacoan lv 3,Ordered on 6 September 2023,0,Buruk,,
1701446020-116,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pokoknya in the best banget makanannya👍❤️,5.0,Mie Gacoan lv 1 - Mie Gacoan lv 6 - Mie Hompimpa lv 6,Ordered on 12 August 2023,1,Baik,,
1701446020-117,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"cuma sayang, mgk lupa GK dikasih topping cacahan ayam ...padahal suka banget",5.0,Mie Hompimpa lv 3 - Udang Rambutan - Udang Keju,Ordered on 4 September 2023,0,Buruk,,
1701446020-118,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level 1 kyk level 3 level 2 kyk 1,1.0,Mie Hompimpa lv 1 - Mie Hompimpa lv 2 - Es Gobak Sodor - Milo,Ordered on 4 September 2023,0,Buruk,,
1701446020-119,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kemaren level 2 pedes banget , sekarang malah cabenya dikit banget . gak konsisten",2.0,Mie Gacoan lv 2 - Udang Rambutan - Lumpia Udang - Es Gobak Sodor,Ordered on 31 August 2023,0,Buruk,,
1701446020-120,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mie ada yg menggumpal (nempel satu sama lain),4.0,Mie Gacoan lv 2 - Udang Keju,Ordered on 26 August 2023,0,Buruk,,
1701446020-121,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gak sesuai pesanan:),1.0,Mie Gacoan lv 1 - Siomay - Udang Keju,Ordered on 3 September 2023,0,Buruk,,
1701446020-122,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,orderan yg dateng salah. punya orang dikasih ke saya.,3.0,Mie Gacoan lv 0 - Udang Keju,Ordered on 3 September 2023,0,Buruk,,
1701446020-123,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih pelayanan,5.0,Mie Hompimpa lv 2 - Siomay - Es Teklek,Ordered on 2 September 2023,1,Baik,,
1701446020-124,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Kalo bisa dipercepat preparationnya,4.0,Mie Gacoan lv 0 - Mie Gacoan lv 1 - Udang Rambutan - Lumpia Udang,Ordered on 2 September 2023,0,Buruk,,
1701446020-125,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantull rasanya Joss..,5.0,Mie Gacoan lv 1 - Udang Rambutan,Ordered on 2 September 2023,1,Baik,,
1701446020-126,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pembagian porsi kurang merata,5.0,Mie Hompimpa lv 3 - Mie Hompimpa lv 1,Ordered on 1 September 2023,0,Buruk,,
1701446020-127,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Aku pesen yang gacoan level 2 tp ga ada cabe nga samasekaliii,1.0,Mie Gacoan lv 2 - Thai Tea Ori,Ordered on 1 September 2023,0,Buruk,,
1701446020-128,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen lvl 3 tapi pucet banget gaada sambelnya kaya lvl 1,2.0,Mie Gacoan lv 3 - Udang Keju - Lemon Tea,Ordered on 30 August 2023,0,Buruk,,
1701446020-129,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sepertinya percuma di kasih note , gak akan di baca kyk nya",5.0,Mie Hompimpa lv 4 - Udang Rambutan,Ordered on 30 August 2023,0,Buruk,,
1701446020-130,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,maknyus bisa di coba lagi,5.0,Mie Gacoan lv 4 - Mie Gacoan lv 1 - Mie Gacoan lv 2 - Teh,Ordered on 30 August 2023,1,Baik,,
1701446020-131,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget mie favorit,5.0,Mie Gacoan lv 1 - Mie Gacoan lv 0 - Mie Gacoan lv 4 - Teh,Ordered on 18 August 2023,1,Baik,,
1701446020-132,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rekomendasi buat yang suka mie pedas dan enak,5.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Udang Rambutan - Udang Keju - Es Gobak Sodor - Es Teklek,Ordered on 29 August 2023,1,Baik,,
1701446020-133,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan gak sesuai yang diharapkan. minta mie gacoan kok dikasih mie homp. tolong diperhatikan lagi. terimakasih,1.0,Mie Gacoan lv 1,Ordered on 28 August 2023,0,Buruk,,
1701446020-134,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsi nya kurang...,3.0,Mie Hompimpa lv 1 - Mie Hompimpa lv 3 - Siomay - Udang Rambutan - Udang Keju - Es Gobak Sodor - Mie Gacoan lv 2 - Mie Gacoan lv 1,Ordered on 28 August 2023,0,Buruk,,
1701446020-135,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"makanannya  enak, pengirimannya cepet 👍👍",4.0,Mie Gacoan lv 0 - Mie Gacoan lv 3 - Udang Keju - Siomay,Ordered on 28 August 2023,1,Baik,,
1701446020-136,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,jangan terlalu luput dengan masalalu,5.0,Mie Gacoan lv 6 - Udang Rambutan - Mie Hompimpa lv 4,Ordered on 27 August 2023,5,Buruk,,
1701446020-137,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,nampol sampai ke paru paru,5.0,Mie Gacoan lv 6 - Udang Rambutan,Ordered on 30 July 2023,1,Baik,,
1701446020-138,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ngga dikasi alat makan,4.0,Mie Suit - Udang Keju - Lumpia Udang - Mie Gacoan lv 2 - Mie Gacoan lv 1 - Siomay - Thai Tea Ori - Thai Green Tea - Vanila Latte,Ordered on 27 August 2023,0,Buruk,,
1701446020-139,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanan nya enak rasanya,5.0,Siomay - Mie Gacoan lv 1,Ordered on 27 August 2023,1,Baik,,
1701446020-140,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya pesen lv 2 1 sm lv *** malah yg lv 2 gak pedas samsek,4.0,Mie Gacoan lv 2 - Lumpia Udang - Udang Keju - Siomay - Mie Gacoan lv 0,Ordered on 26 August 2023,0,Buruk,,
1701446020-141,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Lama pelayanannya.. harus nunggu hampir 2 jam,1.0,Mie Gacoan lv 1 - Udang Rambutan - Es Teklek,Ordered on 20 August 2023,0,Buruk,,
1701446020-142,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,syukakkkkkkkkk,5.0,Mie Gacoan lv 8 - Mie Gacoan lv 3 - Udang Rambutan,Ordered on 24 August 2023,1,Baik,,
1701446020-143,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak mantoll😍🥰✨,5.0,Es Gobak Sodor - Mie Gacoan lv 1,Ordered on 21 July 2023,1,Baik,,
1701446020-144,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak tdk diragukan lagi seperti biasa nya wkwkkwkw ✨❤🤗,5.0,Paket Gacoan A,Ordered on 18 August 2023,1,Baik,,
1701446020-145,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enakk tapi tumben kecapnya dikit,5.0,Mie Gacoan lv 3 - Mie Gacoan lv 1,Ordered on 23 August 2023,0,Buruk,,
1701446020-146,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget sayang saos dimsum nya gak ada,5.0,Mie Gacoan lv 1,Ordered on 1 July 2023,0,Buruk,,
1701446020-147,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sipz sesuai pesanan,5.0,Mie Gacoan lv 1 - Udang Rambutan,Ordered on 26 July 2023,1,Baik,,
1701446020-148,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak sesuai pesanan,5.0,Mie Gacoan lv 1 - Udang Rambutan,Ordered on 22 August 2023,1,Baik,,
1701446020-149,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,wenakkkk rekkkkkkkkk,5.0,Mie Gacoan lv 4 - Udang Keju,Ordered on 8 August 2023,1,Baik,,
1701446020-150,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ok ok kk ok oke,4.0,Mie Gacoan lv 1 - Mie Gacoan lv 6 - Udang Rambutan,Ordered on 21 August 2023,1,Baik,,
1701446020-151,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ini level 8 apa level 3 sih dri kemaren kek gini terus,1.0,Mie Hompimpa lv 8 - Udang Rambutan,Ordered on 22 August 2023,0,Buruk,,
1701446020-152,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Pegawainnya mantap, baca catatan dipesanan dan pesananan dibuatkan sesuai catatan customer. Semoga sukses terus pegawai mie gacoan genteng",5.0,Paket Gacoan A - Siomay,Ordered on 21 August 2023,1,Baik,,
1701446020-153,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kotor, ada ulatnya",1.0,Mie Gacoan lv 2 - Udang Rambutan - Mie Gacoan lv 3,Ordered on 5 August 2023,0,Buruk,,
1701446020-154,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,packaging rusak,1.0,Mie Gacoan lv 2 - Lumpia Udang,Ordered on 21 August 2023,0,Buruk,,
1701446020-155,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Rasa nya kurang pas, hambar.. Tiap gacoan beda² rasanya..",2.0,Mie Suit - Lumpia Udang,Ordered on 20 August 2023,0,Buruk,,
1701446020-156,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,yg di pesen level 6 tpi gak pedes sama sekali gak ada sambel nya berasa kek level 3🙂🙂🙂,3.0,Mie Hompimpa lv 6 - Udang Rambutan,Ordered on 21 August 2023,0,Buruk,,
1701446020-157,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap betullllllllll,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 4,Ordered on 20 August 2023,1,Baik,,
1701446020-158,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"PEDES BANGET LVL 2 DOANG, dikasi cabe berapa dah kok pedesnya ampe kaya lvl 6/8",3.0,Mie Gacoan lv 2 - Udang Keju,Ordered on 20 August 2023,0,Buruk,,
1701446020-159,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,maaf saya kasih bintang 3 kak... saya sering beli disini hampir mie yg saya pesan lv 0 tapi baru kali ini pesanannya kurang teliti untuk struknya bener lv 0 tapi yg dalam kemasan kenapa lv 1 kak..??😶,3.0,Mie Gacoan lv 0 - Udang Keju,Ordered on 20 August 2023,0,Buruk,,
1701446020-160,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,thanks untuk setiap pesanan makanan uda sesuai.,5.0,Mie Gacoan lv 0 - Udang Rambutan,Ordered on 30 July 2023,1,Baik,,
1701446020-161,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,beda dengan gacoan di kota lain,3.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Udang Keju - Udang Rambutan,Ordered on 17 August 2023,0,Buruk,,
1701446020-162,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sipppppppppppppppp,5.0,Mie Gacoan lv 2,Ordered on 19 August 2023,1,Baik,,
1701446020-163,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Baru pertama kali coba dan rasanya enakk banget. Udang keju dan rambutan udang nya enakk banget👍👍👍,5.0,Mie Hompimpa lv 4 - Mie Hompimpa lv 1 - Udang Keju - Thai Tea Ori - Udang Rambutan,Ordered on 19 August 2023,1,Baik,,
1701446020-164,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak dan rasanya mantap banget,5.0,Mie Gacoan lv 6,Ordered on 19 August 2023,1,Baik,,
