web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-2089,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Gacoan emg dabest sih, cm kekurangannya pelayanannya sgt lama karena orderannya yg selalu membludak tp termaafkan soalnya enak bgt😋😍",5.0,Mie Angel Super - Udang Keju - Es Genderuwo,Ordered on 13 August 2021,1,Baik,,
1701446020-2090,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Langganan terussss... Mksh,5.0,Mie Iblis Lv 8 - Mie Angel Super - Udang Rambutan,Ordered on 19 July 2021,1,Baik,,
1701446020-2091,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Loveeeeee... Mksh bnyak,5.0,Mie Iblis Lv 8 - Udang Rambutan - Ice Tea,Ordered on 21 July 2021,1,Baik,,
1701446020-2092,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Masih ttp langganan, Tlg dipertahankan.",5.0,Mie Iblis Lv 8 - Mie Angel Super - Udang Rambutan - Es Tuyul,Ordered on 5 August 2021,1,Baik,,
1701446020-2093,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mantullll... Memuaskan.. Mksh,5.0,Mie Iblis Lv 6,Ordered on 15 June 2021,1,Baik,,
1701446020-2094,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mantap dah.. G pernah bosen... Semoga sll memuaskan... Mksh,5.0,Mie Iblis Lv 8 - Mie Angel Super - Mie Iblis Lv 1,Ordered on 13 August 2021,1,Baik,,
1701446020-2095,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Makanannya enak-enak, sayang kemasannya styrofoam. Semoga bisa diganti dengan kemasan yang lebih baik.",5.0,Mie Iblis Lv 0 - Mie Iblis Lv 3,Ordered on 9 August 2021,1,Baik,,
1701446020-2096,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,langganan banget,5.0,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Mie Iblis Lv 2 - Udang Keju - Udang Rambutan,Ordered on 26 July 2021,1,Baik,,
1701446020-2097,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,langganan banget 😍,5.0,Mie Iblis Lv 0 - Mie Iblis Lv 2 - Udang Keju - Mie Angel Super - Mie Iblis Lv 3,Ordered on 29 July 2021,1,Baik,,
1701446020-2098,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,langganan banget😍,5.0,Mie Iblis Lv 3,Ordered on 10 August 2021,1,Baik,,
1701446020-2099,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"lumayan lah, level 1 ga pedes ternyata, udang rambutan nya kurang padat trus kurang rasa juga.. maaf ya tapi lumayan enak kok. cuma emang ekspektasi nya aku yg ketinggian. semoga ditingkatkan lagi ya soal rasanyaa. sukses selalu 👍",5.0,Mie Setan LV 1 - Udang Rambutan,Ordered on 9 August 2021,0,Buruk,,
1701446020-2100,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak puas banget tapi lama,5.0,Mie Setan LV 2 - Thai Tea Ori - Es Coklat,Ordered on 10 August 2021,1,Baik,,
1701446020-2101,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"harga yang murah dan rasa yang istimewah sungguh tempatnya para pecinta pedas,tapi sayang untuk pesanan terkadang terlalu lama karna memang anyrinya yang lumayan banyak.",5.0,Mie Iblis Lv 4 - Udang Keju - Lumpia Udang,Ordered on 9 August 2021,1,Baik,,
1701446020-2102,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kurang anget + somaynya agak mau basih,1.0,Mie Setan LV 1 - Mie Iblis Lv 8 - Siomay Ayam - Pangsit Goreng,Ordered on 9 August 2021,0,Buruk,,
1701446020-2103,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mie fav 💛💛 Dari rasa juga udah enak bgt dan porsi gapelit,5.0,Mie Iblis Lv 6 - Udang Rambutan - Lumpia Udang - Udang Keju - Es Sundel Bolong - Ice Tea,Ordered on 25 July 2021,1,Baik,,
1701446020-2104,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan tidak sesuai,1.0,Mie Iblis Lv 1 - Mie Iblis Lv 0 - Mie Iblis Lv 3 - Mie Setan LV 1 - Mie Iblis Lv 4,Ordered on 6 August 2021,0,Buruk,,
1701446020-2105,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak seperti biasa. terima kasih!,5.0,Udang Keju - Mie Iblis Lv 4 - Pangsit Goreng - Lumpia Udang,Ordered on 8 August 2021,1,Baik,,
1701446020-2106,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget rasanya jos.,5.0,Mie Iblis Lv 1 - Udang Keju - Mie Angel Super,Ordered on 26 June 2021,1,Baik,,
1701446020-2107,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsi ayamnya agak berkurang & Pangsit gorengnya Isinya makin dikit,4.0,Mie Iblis Lv 1 - Udang Keju - Udang Rambutan - Mie Iblis Lv 0 - Siomay Ayam - Pangsit Goreng - Mie Iblis Lv 2,Ordered on 7 August 2021,0,Buruk,,
1701446020-2108,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kemasan tidak tersegel, plastik pembungkus dalam keadaan terbuka, jadi terkesan tidak bersih dan steril",4.0,Mie Angel Super - Mie Iblis Lv 1 - Udang Keju - Siomay Ayam - Lumpia Udang,Ordered on 8 August 2021,0,Buruk,,
1701446020-2109,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,goooooooood 🤜🤛,5.0,Mie Iblis Lv 6 - Mie Iblis Lv 2 - Udang Keju - Siomay Ayam - Lumpia Udang - Mie Iblis Lv 1 - Mie Iblis Lv 3,Ordered on 6 August 2021,1,Baik,,
1701446020-2110,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan tidak sesuai dengan struk pembelian,1.0,Udang Keju - Mie Iblis Lv 8 - Pangsit Goreng - Es Coklat - Mie Iblis Lv 1,Ordered on 7 August 2021,0,Buruk,,
1701446020-2111,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enak sih... tapi berminyak banget... cumakarena  rasanya enak, mesti order lagi. hehehe",5.0,Mie Iblis Lv 1 - Udang Keju,Ordered on 6 August 2021,0,Buruk,,
1701446020-2112,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang deh sama chefnya!,5.0,Udang Rambutan - Mie Iblis Lv 2,Ordered on 7 August 2021,1,Baik,,
1701446020-2113,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya enak harga sesuai lah porsinya juga lumayan,4.0,Mie Iblis Lv 4 - Udang Keju - Udang Rambutan - Lumpia Udang,Ordered on 24 June 2021,1,Baik,,
1701446020-2114,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terlalu banyak minyak,4.0,Mie Iblis Lv 2,Ordered on 6 August 2021,0,Buruk,,
1701446020-2115,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Level 1 nya terlalu pedes. Adain level cabe 1, cabe 2, cabe 3",5.0,Udang Rambutan - Mie Iblis Lv 1,Ordered on 6 August 2021,1,Baik,,
1701446020-2116,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantappppp rasa selalu juaraaaa 💕,5.0,Mie Iblis Lv 1 - Mie Iblis Lv 3 - Udang Rambutan - Udang Keju - Siomay Ayam - Lumpia Udang - Es Genderuwo,Ordered on 2 August 2021,1,Baik,,
1701446020-2117,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget puas,4.0,Mie Iblis Lv 1,Ordered on 5 August 2021,1,Baik,,
1701446020-2118,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"klau bisa tolong sekiranya klau pesan  melalui gofood tidak harus antri sampek berjam"" gitu.. krna kasian pak gojek yg pada antri.. tolong dibikin kebijakan lagi yg lebih baik",5.0,Mie Iblis Lv 4,Ordered on 26 July 2021,0,Buruk,,
1701446020-2119,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"selalu favorit sih ini menunya, bikin nagih wakkk hmm yummy",5.0,Mie Iblis Lv 3 - Pangsit Goreng - Lumpia Udang - Udang Keju,Ordered on 17 July 2021,1,Baik,,
1701446020-2120,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"always pesen mie gacoan kalo pas lagi kumpul2 sama temen, mukbang, buat camilan pun bisa",5.0,Mie Iblis Lv 4 - Pangsit Goreng - Mie Iblis Lv 1 - Lumpia Udang,Ordered on 29 July 2021,1,Baik,,
1701446020-2121,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pengantaran cepat, terima kasih",5.0,Mie Angel Super - Mie Iblis Lv 3,Ordered on 2 August 2021,1,Baik,,
1701446020-2122,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,menu terfavorit yang udah aku pesen berkali-kali digofood.soal rasa jangan ditanya ya teman-teman.karena udah dijamin nagih banget.dan ordernya pk gofood ya gess banyak banget promonya soalnya.,5.0,Udang Keju - Mie Setan LV 6 - Mie Setan LV 8 - Mie Setan LV 2,Ordered on 27 June 2021,1,Baik,,
1701446020-2123,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"makanannya enak, tapi untuk pengemasan dan penulisan levelnya tolong lebih diperhatikan lagi",5.0,Udang Rambutan - Mie Setan LV 2 - Mie Setan LV 1 - Mie Iblis Lv 3 - Mie Setan LV 4 - Udang Keju - Ice Tea,Ordered on 4 August 2021,1,Baik,,
1701446020-2124,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Lebih ditingkatkan lagi kualitas take away,3.0,Mie Iblis Lv 1 - Udang Rambutan - Siomay Ayam - Lemon Tea - Es Genderuwo,Ordered on 19 June 2021,0,Buruk,,
1701446020-2125,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tambah sayur seperri selada lebih enak :),4.0,Mie Iblis Lv 1 - Mie Iblis Lv 3 - Siomay Ayam,Ordered on 4 August 2021,5,Buruk,,
1701446020-2126,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Untuk mienya rasa bumbunya kurang, dan dimsumnya biasanya besar-besar ini kecil kecil dan terlalu gosong gorengnya, saya kecewa",2.0,Mie Setan LV 3 - Lumpia Udang,Ordered on 4 August 2021,0,Buruk,,
1701446020-2127,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Dimsumnya juara banget,5.0,Udang Rambutan - Udang Keju - Siomay Ayam - Pangsit Goreng - Lumpia Udang,Ordered on 3 July 2021,1,Baik,,
1701446020-2128,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Enak bgt menu2 nya rekomen seh pokok nya,5.0,Mie Iblis Lv 1 - Mie Iblis Lv 4 - Udang Keju - Mie Iblis Lv 3 - Siomay Ayam - Udang Rambutan - Es Sundel Bolong,Ordered on 2 August 2021,1,Baik,,
1701446020-2129,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Porsi dan rasa nya pas banget,5.0,Udang Rambutan - Mie Iblis Lv 3 - Mie Iblis Lv 2 - Lumpia Udang - Siomay Ayam - Mie Iblis Lv 1,Ordered on 3 August 2021,1,Baik,,
1701446020-2130,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,packing tdk dikasi kabel tis,4.0,Mie Iblis Lv 2 - Udang Rambutan,Ordered on 3 August 2021,0,Buruk,,
1701446020-2131,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya enak tapi kurang banyak😃😃😃,5.0,Mie Iblis Lv 1 - Mie Angel Super - Mie Iblis Lv 3 - Udang Keju,Ordered on 11 July 2021,1,Baik,,
1701446020-2132,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantep enak polll,5.0,Mie Iblis Lv 6 - Mie Iblis Lv 3 - Mie Iblis Lv 8,Ordered on 19 June 2021,1,Baik,,
1701446020-2133,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,harga sangat terjangkau & untuk rasa kurang mantap,5.0,Mie Iblis Lv 6 - Mie Iblis Lv 3 - Mie Iblis Lv 0 - Mie Setan LV 8 - Lumpia Udang - Es Genderuwo - Udang Keju - Siomay Ayam,Ordered on 13 June 2021,0,Buruk,,
1701446020-2134,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie favorit banget,5.0,Lumpia Udang - Vanilla Latte - Mie Iblis Lv 4,Ordered on 2 August 2021,1,Baik,,
1701446020-2135,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"waktu pemesanan lebih lama, mungkin pelayanan bisa ditingkatkan kecepatannya",4.0,Udang Keju - Mie Iblis Lv 1,Ordered on 1 August 2021,0,Buruk,,
1701446020-2136,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Banyak yang cocok sama rasanya katanya enak, harganya juga murah. Favoritku siomay ayam. Cuma menunggunya lumayan lama ya karena memang ramai..",5.0,Mie Iblis Lv 1 - Udang Keju - Mie Iblis Lv 0 - Siomay Ayam - Lumpia Udang,Ordered on 23 July 2021,1,Baik,,
1701446020-2137,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie gacoan masih jd mie favorit ❤,5.0,Mie Iblis Lv 4 - Mie Iblis Lv 3,Ordered on 1 August 2021,1,Baik,,
1701446020-2138,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gak usah diragukan lagi lah soal rasa gacoan ini,5.0,Mie Iblis Lv 0 - Mie Iblis Lv 1 - Udang Rambutan - Udang Keju - Mie Angel Super - Lumpia Udang,Ordered on 2 July 2021,1,Baik,,
1701446020-2139,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya ah mantap,5.0,Udang Keju - Mie Iblis Lv 1 - Udang Rambutan - Lumpia Udang,Ordered on 1 July 2021,1,Baik,,
1701446020-2140,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Gacoan ini emang terbaik, gak ada obat, ketagihan terus",5.0,Mie Iblis Lv 2 - Mie Iblis Lv 1,Ordered on 23 July 2021,1,Baik,,
1701446020-2141,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget tapi lamaa antrinya huhu,5.0,Udang Keju - Ceker Ayam - Mie Setan LV 2 - Mie Setan LV 1,Ordered on 7 June 2021,1,Baik,,
1701446020-2142,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap sekaliiiiiiiiiiii,5.0,Udang Keju - Mie Iblis Lv 1 - Mie Setan LV 2,Ordered on 30 July 2021,1,Baik,,
1701446020-2143,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tiada tanding untuk rasa . yuk pesan di gofood,5.0,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Mie Angel Super,Ordered on 12 July 2021,1,Baik,,
1701446020-2144,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tiada tanding untuk rasa . yuk pesan di gofood,5.0,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Udang Keju - Udang Rambutan,Ordered on 29 July 2021,1,Baik,,
1701446020-2145,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie ini ga pernah ngecewain deh untuk rasa selalu TOP walau kadang salah milih level jadi lebih pedas dr biasanya. kadang level sama tapi lebih pedes juga .  ini mie pedes yg dikasi kecap jadi manis ..,5.0,Udang Keju - Mie Iblis Lv 1,Ordered on 4 June 2021,1,Baik,,
1701446020-2146,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enak, pas muantulllll",5.0,Mie Iblis Lv 8,Ordered on 29 July 2021,1,Baik,,
1701446020-2147,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanan favorit q,5.0,Udang Rambutan - Udang Keju - Mie Iblis Lv 0 - Mie Iblis Lv 2,Ordered on 28 July 2021,1,Baik,,
1701446020-2148,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Trusty tasty and recommended. I would like to give a advice to use proper take away bag. For costumer.,5.0,Thai Green Tea - Thai Tea Ori - Udang Rambutan - Udang Keju - Mie Iblis Lv 1 - Mie Iblis Lv 8 - Lumpia Udang,Ordered on 28 July 2021,1,Baik,,
1701446020-2149,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsinya kurang,4.0,Mie Setan LV 1 - Mie Iblis Lv 1 - Es Pocong - Lemon Tea,Ordered on 28 July 2021,0,Buruk,,
1701446020-2150,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,isi ayam pangsitnya makin sedikit,4.0,Udang Rambutan - Mie Iblis Lv 4 - Mie Iblis Lv 1,Ordered on 27 July 2021,0,Buruk,,
1701446020-2151,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kurang tersaji hangat jika makanan diantar sampai tempat🙏,3.0,Mie Iblis Lv 3 - Udang Rambutan,Ordered on 27 July 2021,0,Buruk,,
1701446020-2152,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak bgt ak suka xixixixi,5.0,Mie Iblis Lv 3 - Mie Iblis Lv 0 - Mie Iblis Lv 2 - Siomay Ayam - Udang Rambutan - Mie Iblis Lv 1,Ordered on 26 July 2021,1,Baik,,
1701446020-2153,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak. pedasnya pas..,4.0,Mie Iblis Lv 1 - Mie Iblis Lv 0,Ordered on 17 June 2021,1,Baik,,
1701446020-2154,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantab dahhhhhh,5.0,Mie Iblis Lv 0,Ordered on 23 July 2021,1,Baik,,
1701446020-2155,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"saya bingung makannya,,karena tidak di kasih sumpit",5.0,Mie Iblis Lv 1 - Udang Keju,Ordered on 14 July 2021,0,Buruk,,
1701446020-2156,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Lama banget prosesnya 1 jam lebih,5.0,Mie Iblis Lv 1,Ordered on 23 July 2021,0,Buruk,,
1701446020-2157,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Jangan lama lama,5.0,Mie Iblis Lv 1,Ordered on 22 July 2021,0,Buruk,,
1701446020-2158,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,oke bgt dgn harga yg murah,5.0,Mie Iblis Lv 1 - Udang Keju - Mie Iblis Lv 0,Ordered on 13 July 2021,1,Baik,,
1701446020-2159,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"gak seperti biasanya, knpa pesenan yg sekarang mie nya gak ada rasa sperti gak di kasih bumbu warnanya juga putih  ,",1.0,Mie Iblis Lv 3 - Udang Rambutan - Lumpia Udang - Ice Tea,Ordered on 22 July 2021,0,Buruk,,
1701446020-2160,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget ah mantap,5.0,Mie Iblis Lv 3 - Udang Rambutan - Mie Iblis Lv 2,Ordered on 20 July 2021,1,Baik,,
1701446020-2161,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Saus dimsum : kadang ada, kadang tidak",2.0,Mie Iblis Lv 1 - Udang Rambutan,Ordered on 17 July 2021,0,Buruk,,
1701446020-2162,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"semua rasa nya terlalu manis, dari mie & udang keju nya. Too oilly juga, & keripiknya kurang mantep , isiannya telur kah? seharusnya ayam",4.0,Mie Iblis Lv 1 - Udang Keju - Ice Tea,Ordered on 19 July 2021,0,Buruk,,
1701446020-2163,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,muannnnn nnntappppp,5.0,Mie Iblis Lv 2 - Udang Keju - Mie Iblis Lv 1,Ordered on 19 July 2021,1,Baik,,
1701446020-2164,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ya kek biasanyalah mantap😌,5.0,Mie Iblis Lv 3 - Udang Keju - Lumpia Udang,Ordered on 19 July 2021,1,Baik,,
1701446020-2165,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedesnya nampol beeuuddd🤩,5.0,Mie Iblis Lv 4 - Pangsit Goreng,Ordered on 18 July 2021,1,Baik,,
1701446020-2166,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"makanannya enak (jelas lah namanya juga gacoan) tapi sayang packaging nya hanya menggunakan sterofoam biasa, tidak mencantumkan merk dll. kalau packaging nya seperti biasa saya beri bintang 5",4.0,Udang Rambutan - Udang Keju - Mie Angel Super,Ordered on 17 July 2021,1,Baik,,
1701446020-2167,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lopyuuu mntb bgttttt ah mntb 🤍,5.0,Mie Iblis Lv 3 - Mie Setan LV 3 - Es Genderuwo,Ordered on 17 July 2021,1,Baik,,
1701446020-2168,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen level 4 kayak pesen level 1,3.0,Mie Setan LV 4 - Mie Iblis Lv 3 - Pangsit Goreng - Mie Iblis Lv 1,Ordered on 16 July 2021,0,Buruk,,
1701446020-2169,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enaak tp antrinya lamaa:(,5.0,Pangsit Goreng - Mie Iblis Lv 8,Ordered on 14 July 2021,1,Baik,,
1701446020-2170,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"awal buka rasanya the best banget, smakin ksini rasa hampir sama dengan Kober",2.0,Mie Iblis Lv 8 - Mie Iblis Lv 4 - Mie Iblis Lv 3 - Udang Rambutan - Udang Keju,Ordered on 13 July 2021,0,Buruk,,
